j1, j3, j2, j4, Eigenvalue1, Eigenvalue2, e3, e4, First Eigenvector Comp 1, First Eigenvector Comp 2
-1.00000, 0.00000, -0.10000, -0.80000, -0.75197, 0.20197, -0.41782, 0.96782, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, -0.70000, -0.75197, 0.20197, -0.33122, 0.88122, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, -0.60000, -0.75197, 0.20197, -0.24462, 0.79462, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, -0.50000, -0.75197, 0.20197, -0.15801, 0.70801, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, -0.40000, -0.75197, 0.20197, -0.07141, 0.62141, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, -0.30000, -0.75197, 0.20197, 0.01519, 0.53481, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, -0.20000, -0.75197, 0.20197, 0.10179, 0.44821, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, -0.10000, -0.75197, 0.20197, 0.18840, 0.36160, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, -0.00000, -0.75197, 0.20197, 0.27500, 0.27500, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, 0.10000, -0.75197, 0.20197, 0.36160, 0.18840, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, 0.20000, -0.75197, 0.20197, 0.44821, 0.10179, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, 0.30000, -0.75197, 0.20197, 0.53481, 0.01519, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, 0.40000, -0.75197, 0.20197, 0.62141, -0.07141, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, 0.50000, -0.75197, 0.20197, 0.70801, -0.15801, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, 0.60000, -0.75197, 0.20197, 0.79462, -0.24462, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, 0.70000, -0.75197, 0.20197, 0.88122, -0.33122, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, 0.80000, -0.75197, 0.20197, 0.96782, -0.41782, -0.99897, -0.04544
-1.00000, 0.00000, -0.10000, 0.90000, -0.75197, 0.20197, 1.05442, -0.50442, -0.99897, -0.04544
-1.00000, 0.00000, -0.00000, -1.00000, -0.75000, 0.25000, -0.61603, 1.11603, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, -0.90000, -0.75000, 0.25000, -0.52942, 1.02942, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, -0.80000, -0.75000, 0.25000, -0.44282, 0.94282, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, -0.70000, -0.75000, 0.25000, -0.35622, 0.85622, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, -0.60000, -0.75000, 0.25000, -0.26962, 0.76962, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, -0.50000, -0.75000, 0.25000, -0.18301, 0.68301, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, -0.40000, -0.75000, 0.25000, -0.09641, 0.59641, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, -0.30000, -0.75000, 0.25000, -0.00981, 0.50981, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, -0.20000, -0.75000, 0.25000, 0.07679, 0.42321, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, -0.10000, -0.75000, 0.25000, 0.16340, 0.33660, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, -0.00000, -0.75000, 0.25000, 0.25000, 0.25000, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, 0.10000, -0.75000, 0.25000, 0.33660, 0.16340, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, 0.20000, -0.75000, 0.25000, 0.42321, 0.07679, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, 0.30000, -0.75000, 0.25000, 0.50981, -0.00981, -1.00000, -0.00000
